selector_name,method_name,feature_num,CV_train_score_mean,CV_train_score_std,CV_test_score_mean,CV_test_score_mean,CM_true_adult,CM_false_infant,CM_false_adult,CM_true_infant,selection_time,norm_cenrot-x0,norm_cenrot-y0,norm_cenrot-x1,norm_cenrot-y1,norm_cenrot-x2,norm_cenrot-y2,norm_cenrot-x3,norm_cenrot-y3,norm_cenrot-x4,norm_cenrot-y4,norm_cenrot-x5,norm_cenrot-y5,norm_cenrot-x6,norm_cenrot-y6,norm_cenrot-x7,norm_cenrot-y7,norm_cenrot-x8,norm_cenrot-y8,norm_cenrot-x9,norm_cenrot-y9,norm_cenrot-x10,norm_cenrot-y10,norm_cenrot-x11,norm_cenrot-y11,norm_cenrot-x12,norm_cenrot-y12,norm_cenrot-x13,norm_cenrot-y13,norm_cenrot-x14,norm_cenrot-y14,norm_cenrot-x15,norm_cenrot-y15,norm_cenrot-x16,norm_cenrot-y16,norm_cenrot-x17,norm_cenrot-y17,norm_cenrot-x18,norm_cenrot-y18,norm_cenrot-x19,norm_cenrot-y19,norm_cenrot-x20,norm_cenrot-y20,norm_cenrot-x21,norm_cenrot-y21,norm_cenrot-x22,norm_cenrot-y22,norm_cenrot-x23,norm_cenrot-y23,norm_cenrot-x24,norm_cenrot-y24,norm_cenrot-x25,norm_cenrot-y25,norm_cenrot-x26,norm_cenrot-y26,norm_cenrot-x27,norm_cenrot-y27,norm_cenrot-x28,norm_cenrot-y28,norm_cenrot-x29,norm_cenrot-y29,norm_cenrot-x30,norm_cenrot-y30,norm_cenrot-x31,norm_cenrot-y31,norm_cenrot-x32,norm_cenrot-y32,norm_cenrot-x33,norm_cenrot-y33,norm_cenrot-x34,norm_cenrot-y34,norm_cenrot-x35,norm_cenrot-y35,norm_cenrot-x36,norm_cenrot-y36,norm_cenrot-x37,norm_cenrot-y37,norm_cenrot-x38,norm_cenrot-y38,norm_cenrot-x39,norm_cenrot-y39,norm_cenrot-x40,norm_cenrot-y40,norm_cenrot-x41,norm_cenrot-y41,norm_cenrot-x42,norm_cenrot-y42,norm_cenrot-x43,norm_cenrot-y43,norm_cenrot-x44,norm_cenrot-y44,norm_cenrot-x45,norm_cenrot-y45,norm_cenrot-x46,norm_cenrot-y46,norm_cenrot-x47,norm_cenrot-y47,norm_cenrot-x48,norm_cenrot-y48,norm_cenrot-x49,norm_cenrot-y49,norm_cenrot-x50,norm_cenrot-y50,norm_cenrot-x51,norm_cenrot-y51,norm_cenrot-x52,norm_cenrot-y52,norm_cenrot-x53,norm_cenrot-y53,norm_cenrot-x54,norm_cenrot-y54,norm_cenrot-x55,norm_cenrot-y55,norm_cenrot-x56,norm_cenrot-y56,norm_cenrot-x57,norm_cenrot-y57,norm_cenrot-x58,norm_cenrot-y58,norm_cenrot-x59,norm_cenrot-y59,norm_cenrot-x60,norm_cenrot-y60,norm_cenrot-x61,norm_cenrot-y61,norm_cenrot-x62,norm_cenrot-y62,norm_cenrot-x63,norm_cenrot-y63,norm_cenrot-x64,norm_cenrot-y64,norm_cenrot-x65,norm_cenrot-y65,norm_cenrot-x66,norm_cenrot-y66,norm_cenrot-x67,norm_cenrot-y67
rfe_num_3,rfe,3,0.8202921708553108,0.011428260068903526,0.8225861353258613,0.04734551960781545,655,34,161,249,0.2649993896484375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
lasso_regularization_num_3,lasso_regularization,3,0.8423575343882511,0.0045541385147924015,0.8362557077625571,0.026786332906862102,678,11,169,241,0.06699991226196289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
random_forest_classifier_num_3,random_forest_classifier,3,0.8118760988726859,0.013175717336493847,0.8089497716894977,0.04944047527406368,670,19,191,219,0.27299976348876953,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
f_classif_num_5,f_classif,5,0.8400827386492915,0.010151423679081856,0.8407762557077625,0.038308252148983396,661,28,147,263,0.002001523971557617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
mutual_info_classif_num_5,mutual_info_classif,5,0.8341684765746198,0.011968571969936505,0.8335159817351597,0.04746469948298073,667,22,161,249,0.2200005054473877,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sequential_feature_selector_num_5,sequential_feature_selector,5,0.8616914882614541,0.008300680572992896,0.8626193441261935,0.03460604826718417,671,18,133,277,2.5010011196136475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
rfe_num_5,rfe,5,0.8589629227427862,0.012480376726105528,0.857164798671648,0.0488685656730367,657,32,125,285,0.26000094413757324,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
lasso_regularization_num_5,lasso_regularization,5,0.8657867928431069,0.004992226458971621,0.8589622249896223,0.01378944824928815,684,5,150,260,0.06399726867675781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
random_forest_classifier_num_5,random_forest_classifier,5,0.8353050987692626,0.011936437825102411,0.8335076795350768,0.045800079467023726,664,25,158,252,0.27300024032592773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
f_classif_num_10,f_classif,10,0.8419027303754266,0.01215452795410125,0.8389663760896637,0.047226181636823884,642,47,130,280,0.0009992122650146484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
mutual_info_classif_num_10,mutual_info_classif,10,0.8419027303754266,0.01215452795410125,0.8389663760896637,0.047226181636823884,642,47,130,280,0.2200000286102295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
sequential_feature_selector_num_10,sequential_feature_selector,10,0.9335756024407902,0.005272266654530209,0.9299584889995849,0.023593362750048693,674,15,62,348,5.006001710891724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
rfe_num_10,rfe,10,0.910601147998759,0.00403073967282854,0.9044873391448733,0.032083844970242456,664,25,80,330,0.23900103569030762,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
lasso_regularization_num_10,lasso_regularization,10,0.9131003723239217,0.007453794357960488,0.9044665836446658,0.038120025192062014,677,12,93,317,0.06300044059753418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
random_forest_classifier_num_10,random_forest_classifier,10,0.8550967007963595,0.006391928486086099,0.8526193441261934,0.035773139718373245,649,40,122,288,0.2649965286254883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
f_classif_num_15,f_classif,15,0.847134657151722,0.00839233628784112,0.8407845579078457,0.03571264731779333,643,46,129,281,0.0010030269622802734,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
mutual_info_classif_num_15,mutual_info_classif,15,0.8544135898231462,0.006622422063447628,0.85079701120797,0.03458024700651238,643,46,118,292,0.22600030899047852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
sequential_feature_selector_num_15,sequential_feature_selector,15,0.9485890474712999,0.002218687311820243,0.9481486093814862,0.020424489605643727,678,11,46,364,7.371267318725586,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
rfe_num_15,rfe,15,0.9290270451959872,0.004901709229642465,0.9244873391448735,0.03442988138757177,669,20,63,347,0.22499775886535645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
lasso_regularization_num_15,lasso_regularization,15,0.9417638845795843,0.0053686252079429495,0.9363304275633043,0.024860163574129138,673,16,54,356,0.06700015068054199,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
random_forest_classifier_num_15,random_forest_classifier,15,0.8912656427758817,0.008906405847596091,0.8899501867995019,0.054068575054942655,658,31,90,320,0.33500051498413086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
